index,file,true_label,pred_label,prob,overlay_shown,heatmap_mean,heatmap_max,orig_saved,overlay_saved
11,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0015-0001.jpeg,0,0,0.07424436509609222,0,0.15822041034698486,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0011_IM-0015-0001.jpeg,
12,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0016-0001.jpeg,0,0,0.14600758254528046,0,0.20881128311157227,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0012_IM-0016-0001.jpeg,
13,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0017-0001.jpeg,0,0,0.028345860540866852,0,0.12153761833906174,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0013_IM-0017-0001.jpeg,
14,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0019-0001.jpeg,0,0,0.17187848687171936,0,0.22112414240837097,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0014_IM-0019-0001.jpeg,
15,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0021-0001.jpeg,0,0,0.04891924932599068,0,0.18071389198303223,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0015_IM-0021-0001.jpeg,
16,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0022-0001.jpeg,0,0,0.7205320000648499,1,0.5000602006912231,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0016_IM-0022-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0016_IM-0022-0001.jpeg
17,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0023-0001.jpeg,0,0,0.056554656475782394,0,0.22702834010124207,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0017_IM-0023-0001.jpeg,
18,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0025-0001.jpeg,0,0,0.05282687023282051,0,0.19049440324306488,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0018_IM-0025-0001.jpeg,
19,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0027-0001.jpeg,0,0,0.02899501845240593,0,0.1304904669523239,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0019_IM-0027-0001.jpeg,
20,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0028-0001.jpeg,0,0,0.485400527715683,1,0.38865283131599426,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0020_IM-0028-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0020_IM-0028-0001.jpeg
21,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0029-0001.jpeg,0,0,0.040816087275743484,0,0.16528774797916412,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0021_IM-0029-0001.jpeg,
22,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0030-0001.jpeg,0,0,0.11186337471008301,0,0.2568075954914093,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0022_IM-0030-0001.jpeg,
23,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0031-0001.jpeg,0,0,0.036238547414541245,0,0.14368264377117157,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0023_IM-0031-0001.jpeg,
24,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0033-0001-0001.jpeg,0,0,0.012404353357851505,0,0.07736333459615707,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0024_IM-0033-0001-0001.jpeg,
25,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0033-0001-0002.jpeg,0,0,0.013850231654942036,0,0.09221715480089188,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0025_IM-0033-0001-0002.jpeg,
26,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0033-0001.jpeg,0,0,0.02717246301472187,0,0.17088580131530762,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0026_IM-0033-0001.jpeg,
27,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0035-0001.jpeg,0,0,0.2202225774526596,0,0.29078102111816406,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0027_IM-0035-0001.jpeg,
28,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0036-0001.jpeg,0,0,0.044779565185308456,0,0.15296795964241028,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0028_IM-0036-0001.jpeg,
29,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0037-0001.jpeg,0,0,0.04124942421913147,0,0.11069680750370026,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0029_IM-0037-0001.jpeg,
30,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0039-0001.jpeg,0,1,0.8533706068992615,1,0.5083683133125305,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0030_IM-0039-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0030_IM-0039-0001.jpeg
31,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0041-0001.jpeg,0,0,0.009717470034956932,0,0.10533833503723145,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0031_IM-0041-0001.jpeg,
32,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0043-0001.jpeg,0,0,0.012300333939492702,0,0.10206274688243866,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0032_IM-0043-0001.jpeg,
33,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0045-0001.jpeg,0,0,0.020235631614923477,0,0.10652099549770355,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0033_IM-0045-0001.jpeg,
34,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0046-0001.jpeg,0,0,0.02836507186293602,0,0.1736254096031189,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0034_IM-0046-0001.jpeg,
35,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0049-0001.jpeg,0,0,0.23574064671993256,0,0.41694745421409607,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0035_IM-0049-0001.jpeg,
36,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0050-0001.jpeg,0,0,0.023759892210364342,0,0.1193048357963562,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0036_IM-0050-0001.jpeg,
37,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0059-0001.jpeg,0,0,0.017708946019411087,0,0.1662328839302063,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0037_IM-0059-0001.jpeg,
38,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0061-0001.jpeg,0,0,0.00759912421926856,0,0.08565103262662888,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0038_IM-0061-0001.jpeg,
39,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0063-0001.jpeg,0,0,0.0038816507440060377,0,0.03486557677388191,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0039_IM-0063-0001.jpeg,
40,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0065-0001.jpeg,0,0,0.044264014810323715,0,0.10130587965250015,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0040_IM-0065-0001.jpeg,
41,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0067-0001.jpeg,0,0,0.02739439718425274,0,0.09014546871185303,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0041_IM-0067-0001.jpeg,
42,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0069-0001.jpeg,0,0,0.019913649186491966,0,0.11149496585130692,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0042_IM-0069-0001.jpeg,
43,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0070-0001.jpeg,0,0,0.003331994405016303,0,0.09296935051679611,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0043_IM-0070-0001.jpeg,
44,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0071-0001.jpeg,0,0,0.07136812806129456,0,0.16520078480243683,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0044_IM-0071-0001.jpeg,
45,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0073-0001.jpeg,0,0,0.5314959287643433,1,0.28030094504356384,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0045_IM-0073-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0045_IM-0073-0001.jpeg
46,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0075-0001.jpeg,0,0,0.43508976697921753,1,0.2846199870109558,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0046_IM-0075-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0046_IM-0075-0001.jpeg
47,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0077-0001.jpeg,0,0,0.07432672381401062,0,0.24727027118206024,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0047_IM-0077-0001.jpeg,
48,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0079-0001.jpeg,0,0,0.07526637613773346,0,0.1328030675649643,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0048_IM-0079-0001.jpeg,
49,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0081-0001.jpeg,0,0,0.016278522089123726,0,0.2710573673248291,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0049_IM-0081-0001.jpeg,
50,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0083-0001.jpeg,0,0,0.05884946882724762,0,0.19464975595474243,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0050_IM-0083-0001.jpeg,
51,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0084-0001.jpeg,0,0,0.054917119443416595,0,0.1762946993112564,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0051_IM-0084-0001.jpeg,
52,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0085-0001.jpeg,0,0,0.2573780119419098,1,0.40617960691452026,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0052_IM-0085-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0052_IM-0085-0001.jpeg
53,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0086-0001.jpeg,0,0,0.006577101070433855,0,0.06506767868995667,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0053_IM-0086-0001.jpeg,
54,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0087-0001.jpeg,0,0,0.03435817360877991,0,0.12914928793907166,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0054_IM-0087-0001.jpeg,
55,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0089-0001.jpeg,0,0,0.013013016432523727,0,0.060021765530109406,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0055_IM-0089-0001.jpeg,
56,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0091-0001.jpeg,0,0,0.38387131690979004,1,0.2761726379394531,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0056_IM-0091-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0056_IM-0091-0001.jpeg
57,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0093-0001.jpeg,0,0,0.010907594114542007,0,0.08300122618675232,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0057_IM-0093-0001.jpeg,
58,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0095-0001.jpeg,0,0,0.14652006328105927,0,0.30068960785865784,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0058_IM-0095-0001.jpeg,
59,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0097-0001.jpeg,0,0,0.23604965209960938,0,0.2899788022041321,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0059_IM-0097-0001.jpeg,
60,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0099-0001.jpeg,0,0,0.01225570309907198,0,0.07810556888580322,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0060_IM-0099-0001.jpeg,
61,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0101-0001.jpeg,0,0,0.1329321265220642,0,0.28423354029655457,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0061_IM-0101-0001.jpeg,
62,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0102-0001.jpeg,0,0,0.03213663771748543,0,0.10181940346956253,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0062_IM-0102-0001.jpeg,
63,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0103-0001.jpeg,0,0,0.0042999517172575,0,0.0740993544459343,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0063_IM-0103-0001.jpeg,
64,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0105-0001.jpeg,0,0,0.004488987848162651,0,0.059848375618457794,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0064_IM-0105-0001.jpeg,
65,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0107-0001.jpeg,0,0,0.007498523686081171,0,0.11198750883340836,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0065_IM-0107-0001.jpeg,
66,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0109-0001.jpeg,0,0,0.4954052269458771,1,0.3977048099040985,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0066_IM-0109-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0066_IM-0109-0001.jpeg
67,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0110-0001.jpeg,0,0,0.7418699860572815,1,0.44170835614204407,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0067_IM-0110-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0067_IM-0110-0001.jpeg
68,C:\Pneumonia_Project\chest_xray\test\NORMAL\IM-0111-0001.jpeg,0,0,0.020699843764305115,0,0.07621999830007553,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0068_IM-0111-0001.jpeg,
69,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0007-0001.jpeg,0,0,0.07282096892595291,0,0.2282501459121704,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0069_NORMAL2-IM-0007-0001.jpeg,
70,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0012-0001.jpeg,0,0,0.01102037075906992,0,0.16585427522659302,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0070_NORMAL2-IM-0012-0001.jpeg,
71,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0013-0001.jpeg,0,0,0.0325298011302948,0,0.15660949051380157,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0071_NORMAL2-IM-0013-0001.jpeg,
72,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0019-0001.jpeg,0,0,0.05416484549641609,0,0.1879068911075592,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0072_NORMAL2-IM-0019-0001.jpeg,
73,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0023-0001.jpeg,0,0,0.024744946509599686,0,0.15179887413978577,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0073_NORMAL2-IM-0023-0001.jpeg,
74,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0027-0001.jpeg,0,0,0.0381762869656086,0,0.1341782510280609,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0074_NORMAL2-IM-0027-0001.jpeg,
75,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0028-0001.jpeg,0,0,0.010982046835124493,0,0.15053223073482513,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0075_NORMAL2-IM-0028-0001.jpeg,
76,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0029-0001.jpeg,0,0,0.002688885433599353,0,0.05134870111942291,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0076_NORMAL2-IM-0029-0001.jpeg,
77,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0030-0001.jpeg,0,0,0.044094037264585495,0,0.15746359527111053,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0077_NORMAL2-IM-0030-0001.jpeg,
78,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0033-0001.jpeg,0,0,0.00820937193930149,0,0.07762441784143448,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0078_NORMAL2-IM-0033-0001.jpeg,
79,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0035-0001.jpeg,0,0,0.18476182222366333,0,0.22258807718753815,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0079_NORMAL2-IM-0035-0001.jpeg,
80,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0041-0001.jpeg,0,0,0.040580134838819504,0,0.14631426334381104,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0080_NORMAL2-IM-0041-0001.jpeg,
81,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0045-0001.jpeg,0,0,0.0446358360350132,0,0.17940916121006012,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0081_NORMAL2-IM-0045-0001.jpeg,
82,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0051-0001.jpeg,0,0,0.009360682219266891,0,0.1426977515220642,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0082_NORMAL2-IM-0051-0001.jpeg,
83,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0052-0001.jpeg,0,0,0.05223053693771362,0,0.16607695817947388,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0083_NORMAL2-IM-0052-0001.jpeg,
84,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0058-0001.jpeg,0,0,0.03781796991825104,0,0.1815141886472702,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0084_NORMAL2-IM-0058-0001.jpeg,
85,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0059-0001.jpeg,0,0,0.2281087189912796,0,0.2914693355560303,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0085_NORMAL2-IM-0059-0001.jpeg,
86,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0060-0001.jpeg,0,0,0.012816562317311764,0,0.11997164040803909,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0086_NORMAL2-IM-0060-0001.jpeg,
87,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0066-0001.jpeg,0,0,0.15097089111804962,0,0.2947383522987366,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0087_NORMAL2-IM-0066-0001.jpeg,
88,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0072-0001.jpeg,0,0,0.18337683379650116,0,0.22256308794021606,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0088_NORMAL2-IM-0072-0001.jpeg,
89,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0073-0001.jpeg,0,0,0.36586081981658936,1,0.4256378412246704,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0089_NORMAL2-IM-0073-0001.jpeg,C:\Pneumonia_Project\gradcam_outputs\overlay_0089_NORMAL2-IM-0073-0001.jpeg
90,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0079-0001.jpeg,0,0,0.033515844494104385,0,0.13176165521144867,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0090_NORMAL2-IM-0079-0001.jpeg,
91,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0081-0001.jpeg,0,0,0.011222993023693562,0,0.13426649570465088,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0091_NORMAL2-IM-0081-0001.jpeg,
92,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0086-0001.jpeg,0,0,0.019809555262327194,0,0.11649716645479202,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0092_NORMAL2-IM-0086-0001.jpeg,
93,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0092-0001.jpeg,0,0,0.14736616611480713,0,0.24683256447315216,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0093_NORMAL2-IM-0092-0001.jpeg,
94,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0095-0001.jpeg,0,0,0.0693214163184166,0,0.22892498970031738,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0094_NORMAL2-IM-0095-0001.jpeg,
95,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0096-0001.jpeg,0,0,0.0693214163184166,0,0.22892498970031738,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0095_NORMAL2-IM-0096-0001.jpeg,
96,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0098-0001.jpeg,0,0,0.0019134633475914598,0,0.14873182773590088,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0096_NORMAL2-IM-0098-0001.jpeg,
97,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0102-0001.jpeg,0,0,0.24089868366718292,0,0.290450781583786,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0097_NORMAL2-IM-0102-0001.jpeg,
98,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0105-0001.jpeg,0,0,0.06428257375955582,0,0.20798523724079132,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0098_NORMAL2-IM-0105-0001.jpeg,
99,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0107-0001.jpeg,0,0,0.03837408497929573,0,0.10266896337270737,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0099_NORMAL2-IM-0107-0001.jpeg,
100,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0110-0001.jpeg,0,0,0.003751382464542985,0,0.08378943055868149,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0100_NORMAL2-IM-0110-0001.jpeg,
101,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0111-0001.jpeg,0,0,0.06128016114234924,0,0.20701903104782104,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0101_NORMAL2-IM-0111-0001.jpeg,
102,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0112-0001.jpeg,0,0,0.05165756866335869,0,0.14518147706985474,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0102_NORMAL2-IM-0112-0001.jpeg,
103,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0117-0001.jpeg,0,0,0.1820487678050995,0,0.29506343603134155,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0103_NORMAL2-IM-0117-0001.jpeg,
104,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0120-0001.jpeg,0,0,0.13328690826892853,0,0.2095673680305481,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0104_NORMAL2-IM-0120-0001.jpeg,
105,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0123-0001.jpeg,0,0,0.05036573112010956,0,0.12705256044864655,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0105_NORMAL2-IM-0123-0001.jpeg,
106,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0129-0001.jpeg,0,0,0.018456770107150078,0,0.16614475846290588,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0106_NORMAL2-IM-0129-0001.jpeg,
107,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0130-0001.jpeg,0,0,0.018607040867209435,0,0.12235681712627411,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0107_NORMAL2-IM-0130-0001.jpeg,
108,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0131-0001.jpeg,0,0,0.04291076213121414,0,0.12838459014892578,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0108_NORMAL2-IM-0131-0001.jpeg,
109,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0132-0001.jpeg,0,0,0.02970200963318348,0,0.10587672889232635,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0109_NORMAL2-IM-0132-0001.jpeg,
110,C:\Pneumonia_Project\chest_xray\test\NORMAL\NORMAL2-IM-0135-0001.jpeg,0,0,0.026304028928279877,0,0.142539843916893,1.0,C:\Pneumonia_Project\gradcam_outputs\orig_0110_NORMAL2-IM-0135-0001.jpeg,
